id,id_old,x_geo [pixels],y_geo [pixels],z_geo [pixels],x [pixels],y [pixels],z [pixels],x_min [pixels],x_max [pixels],y_min [pixels],y_max [pixels],z_min [pixels],z_max [pixels],n_pix,n_chan [channels],n_los [pixels],ell3s_maj [pixels],ell3s_min [pixels],ell3s_pa [deg],ell_maj [pixels],ell_min [pixels],ell_pa [deg],f_int [K],f_peak [K],f_wm50 [K],kin_pa [deg],rms [K],snr_int,w20 [channels],w50 [channels],wm50 [channels],ra [deg],dec [deg],vopt [m/s],yng,notes,stars
2761035.454,679,310.147,69.109,1122.018,310.302,69.432,1116.945,305,315,65,74,1101,1148,1915,47,69,5.1316,4.0931,-41.5371,4.351,3.4417,-44.4061,918.4251,2.2235,9.8143,159.9622,0.2784,75.3891,36.1939,25.5545,43.7184,275.08663,7.2488618,68787.135,y,,n
2761035.496,731,311.185,176.958,1108.762,311.124,177.094,1108.684,308,316,172,181,1099,1118,623,19,51,4.3227,3.9449,-25.1802,3.9031,3.4488,-43.6687,455.4594,1.6528,29.2663,105.6963,0.3249,56.1615,17.0087,14.7048,15.3252,275.07293,9.0432315,62705.528,y,,n
2761835.016,16,436.035,480.786,881.712,436.21,480.725,883.191,429,443,474,489,859,905,4818,46,158,7.5646,6.6584,19.3943,6.8472,5.6152,5.4054,1921.8152,1.2461,139.3684,335.7824,0.1694,163.4039,33.7109,22.5039,12.8103,272.98815,22.103756,-103284.35,y,,n
2761835.06,76,466.707,176.375,912.365,466.877,176.408,912.435,461,472,172,184,896,929,1796,33,88,6.1147,4.9608,-25.4575,5.2957,4.429,-25.5718,738.4886,0.8628,17.3849,81.166,0.2004,86.9758,29.0414,18.8966,28.7295,272.47705,17.031795,-81757.729,y,,n
2762635.014,18,429.632,113.687,879.56,429.8,113.955,878.094,424,436,107,121,846,928,3309,82,134,7.7149,6.0036,-1.9239,7.0344,5.2591,-8.5601,1109.6922,1.1004,66.7529,172.3532,0.1835,105.1329,67.6763,20.7447,8.2869,273.09499,23.990908,-107036.37,y,,n
2762635.13,225,274.244,46.601,949.389,274.345,46.609,948.893,270,279,41,53,938,964,1138,26,69,5.6199,3.8181,8.2411,4.8928,3.5482,8.2294,416.5051,0.95,0,249.6228,0.2092,59.0096,22.365,14.8234,0,275.68592,22.868479,-54919.608,y,,n
2763435.019,31,273.558,88.913,877.842,273.827,88.945,878.503,270,278,84,94,852,904,1899,52,60,4.6422,4.0219,4.6019,3.8306,3.6799,10.2271,490.078,0.9489,17.1031,170.8476,0.1839,61.1698,42.1726,26.542,31.3406,275.69455,31.574074,-106735.34,y,,n
2763435.057,79,274.068,188.371,902.961,273.964,188.5,903.294,268,280,182,196,882,922,3707,40,148,7.6224,6.0866,4.7181,6.7216,5.4357,13.0465,983.8076,0.8601,28.2495,197.1285,0.169,95.5902,29.8342,16.8765,27.027,275.69227,33.233338,-88486.238,y,,n
2763435.073,102,421.701,334.432,911.291,421.604,334.396,912.152,419,426,330,339,894,929,1058,35,51,4.5519,3.4415,9.4167,3.9029,2.9804,3.2637,285.4299,0.7687,22.7887,86.375,0.1776,49.4014,24.9896,17.5658,12.6368,273.2316,35.66494,-81966.154,y,,n
2763435.078,112,362.11,153.005,921.384,362.512,153.059,921.183,356,369,147,162,899,940,3749,41,163,7.7316,6.6881,11.3323,6.4992,5.8707,8.0478,1256.4682,1.0407,62.9768,26.2028,0.1774,115.6703,26.7559,18.182,18.5435,274.21647,32.642644,-75317.751,y,,n
2763435.083,120,276.385,158.115,916.936,276.414,158.125,916.602,272,282,153,166,903,932,1611,29,86,6.2906,4.3078,28.7076,5.5625,3.6962,32.6997,529.6238,1.0492,21.8368,226.7395,0.1761,74.9192,21.8185,15.1223,20.9184,275.65144,32.727078,-78690.423,y,,n
2763435.101,145,423.948,366.849,978.704,423.9,366.935,979.462,418,431,360,374,954,1005,3391,51,112,5.9636,5.4607,-44.2586,5.2349,4.7083,-48.3526,830.4601,0.9136,16.9093,93.9265,0.1999,71.3357,46.0616,35.9322,41.8964,273.19333,36.207262,-32417.113,y,,n
2763435.104,149,443.462,395.339,972.292,443.532,395.205,972.26,438,450,389,404,957,988,2133,31,136,7.6772,5.6044,0.3861,6.9828,4.959,-8.9179,658.026,1.0848,47.2264,345.0878,0.2059,69.1902,22.8402,15.4395,15.3086,272.86612,36.678418,-37718.753,y,,n
2840235.002,6,160.885,503.766,632.163,161.067,503.477,631.167,154,168,499,511,608,659,3192,51,118,7.2088,5.2281,57.4095,6.5399,4.4581,50.4995,1049.4908,1.0231,36.1209,41.5916,0.2278,81.5564,35.4732,24.4592,27.2033,285.57409,6.4829568,-288805.03,y,,n
2840235.376,750,241.555,223.674,1195.457,241.548,222.853,1191.242,237,247,218,229,1177,1218,1644,41,84,5.5928,4.7655,-5.0905,5.5428,3.9272,-3.0373,1287.4686,3.0573,12.8691,331.5664,0.3818,83.1729,34.3816,23.5322,35.35,284.23274,1.8058866,123479.03,y,,n
2841035.001,1,41.508,180.311,162.993,41.42,180.41,163.493,37,46,177,185,140,191,1443,51,61,4.6726,4.0958,-82.6196,3.4231,2.8625,-78.9063,1191.5436,3.9412,25.8724,145.3435,0.3181,98.5986,50.2606,49.0908,50.1626,287.56801,9.098496,-633071.07,y,,n
2841035.011,12,459.738,83.028,580.857,459.735,82.874,580.878,457,464,79,89,567,599,1185,32,59,5.1097,3.7071,12.359,4.5182,3.419,7.4299,476.7205,1.048,41.5585,123.1162,0.2095,66.0916,25.1357,18.3974,14.0286,280.59607,7.4728893,-325823.81,y,,n
2841035.018,19,465.818,400.602,586.74,465.824,400.481,586.51,461,471,395,407,567,607,2245,40,89,5.8919,4.7055,24.5993,5.2419,3.8982,29.3051,866.2216,1.0425,5.369,196.9694,0.1954,93.5721,33.3965,25.5061,36.5321,280.4946,12.766363,-321678.18,y,,n
2841035.038,43,89.199,61.075,893.303,89.158,60.954,896.845,84,94,57,66,873,914,1838,41,73,5.1653,4.3784,56.0866,4.0846,3.8596,63.153,1231.417,2.3735,32.231,152.9619,0.3237,88.7276,35.4477,23.4698,30.1961,286.77237,7.1075569,-93233.896,y,,n
2841035.358,623,7.67,220.129,1161.781,8.351,219.937,1155.838,2,14,215,227,1132,1187,3447,55,113,6.5342,5.7242,-82.9168,5.6007,4.5678,-84.51,2690.4311,2.7051,0,106.0539,0.3795,120.7482,42.1278,29.7079,0,288.11917,9.7572813,97417.345,y,,n
2841035.392,675,310.303,108.709,1165.061,309.772,108.95,1158.315,302,317,102,116,1140,1214,4740,74,148,7.8908,5.9964,59.8277,6.4775,5.0395,56.9814,4081.6506,2.8692,0,297.2607,0.3199,185.8673,34.6781,24.7168,0,283.09546,7.9075017,99240.4,y,,n
2842635.001,1,200.297,381.699,831.217,200.402,381.649,832.474,194,206,375,390,811,855,2957,44,116,7.4368,5.0002,-15.2696,6.7224,4.1979,-13.1348,680.8102,1.0204,2.2518,174.5717,0.158,79.221,37.3568,26.7087,41.299,284.91831,28.452493,-140618.55,y,,n
2920235.318,498,290.607,335.055,1162.441,290.661,334.99,1161.7,288,295,331,340,1142,1183,1457,41,51,4.6369,3.5204,-13.8405,4.2175,2.9554,-12.1988,572.0601,1.0694,8.6677,343.1194,0.2267,66.1014,35.3642,27.1571,36.0642,291.41398,3.6748423,101732.16,y,,n
3000235.012,14,268.935,246.002,611.473,268.836,245.939,611.218,265,273,242,250,597,629,973,32,48,4.08,3.5484,50.6051,3.6527,3.1642,48.3777,307.0986,0.8564,0,70.9054,0.1988,49.5118,24.3367,16.0132,0,299.77798,2.190658,-303490.47,y,,n
3000235.347,520,210.596,228.776,1122.049,210.665,228.822,1122.731,205,216,222,236,1103,1143,2475,40,114,7.0804,5.2255,-28.1603,5.8728,4.3768,-29.9858,1545.185,1.5919,123.4448,146.2042,0.2825,109.9298,28.3892,18.026,11.1573,300.7475,1.9053702,73046.047,y,,n
3000235.353,534,49.623,87.917,1144.892,49.801,87.991,1144.645,43,58,82,96,1124,1171,4093,47,152,7.6408,6.3932,74.6606,6.7767,5.3775,82.4931,2768.7975,1.7327,0,83.1301,0.2809,154.0456,31.9196,20.5092,0,303.42857,-0.44181614,89177.882,y,,n
3000235.356,544,182.499,107.857,1174.98,182.087,107.961,1173.426,176,189,104,114,1159,1194,1764,35,84,6.1882,4.3496,72.6267,5.5135,3.7182,70.4764,1068.0773,1.6917,0,250.0041,0.3108,81.831,23.319,16.0103,0,301.22378,-0.10899091,110363.92,y,,n
3000235.36,552,244.829,170.257,1166.409,245.146,170.417,1163.226,237,252,165,176,1134,1199,2814,65,102,7.1681,5.2673,64.4661,5.5576,4.1175,66.7277,1637.5069,1.6771,37.9091,137.7021,0.2967,104.0365,55.5633,49.6184,52.597,300.1728,0.9319459,102855.76,y,,n
3001035.008,10,97.76,16.026,938.23,97.776,16.031,938.442,94,102,13,20,919,957,1022,38,47,4.4925,3.1379,76.4753,4.0123,2.6222,74.8241,271.2408,0.9153,8.0445,262.3309,0.1954,43.4125,31.2071,20.0154,28.9413,302.62874,6.3588442,-62613.121,y,,n
3001035.009,11,436.99,435.636,937.56,437.157,435.556,937.899,433,442,429,444,921,955,2159,34,101,6.6839,4.5321,-11.6233,5.6053,4.2564,-11.7635,661.3641,0.8948,32.3336,171.5475,0.1988,71.5923,25.7471,17.9841,22.1213,296.97238,13.350946,-63013.119,y,,n
3001035.045,66,499.204,25.911,979.043,499.288,26.016,979.494,496,503,23,31,963,996,968,33,45,4.4245,3.2327,-19.7025,3.6302,2.9947,-28.802,327.9284,0.8838,7.115,59.7817,0.2016,52.272,27.0349,16.4314,27.6769,295.93686,6.5252608,-32393.789,y,,n
3001035.071,106,420.287,471.124,984.998,420.352,470.94,984.809,417,425,467,477,970,1000,1303,30,69,5.1434,4.1781,10.8547,4.7793,3.579,11.4122,524.0422,1.0128,32.7647,1.438,0.2374,61.1543,21.2493,17.0452,17.2023,297.25247,13.94068,-28481.674,y,,n
3001035.076,112,10.535,429.094,1008.628,10.36,428.734,1009.344,4,16,421,435,993,1028,1429,35,103,7.5659,5.1862,31.8895,6.1736,4.2978,34.3776,1021.6106,2.2625,4.3358,223.5824,0.2805,96.3412,25.6678,19.0031,31.4902,304.08568,13.237245,-10420.334,y,,n
3001035.118,172,321.773,286.227,1008.772,321.782,286.019,1009.8,317,328,282,296,993,1026,1836,33,101,6.4505,5.5483,-5.3676,5.2264,4.3904,-57.31,1164.3614,2.0712,58.097,122.0003,0.3015,90.1301,29.278,26.2545,25.778,298.89531,10.858653,-10085.123,y,,n
3001035.276,476,423.922,72.017,1135.588,424.019,71.79,1134.515,418,430,67,77,1107,1162,3308,55,90,6.0844,4.9918,67.304,5.3067,4.3552,59.5026,987.0468,0.9917,9.6808,324.7298,0.2084,82.3585,47.9929,37.7356,52.3727,297.19134,7.2881543,81720.42,y,,n
3001835.383,604,440.684,244.012,1114.845,440.884,243.567,1112.84,435,447,237,250,1102,1131,1695,29,109,7.1569,4.9782,33.8863,6.4539,4.1733,35.5074,1499.1876,2.4691,95.8894,34.2465,0.3138,116.0574,21.6616,15.474,15.5439,296.91026,18.151124,65764.989,y,,n
3002635.393,697,395.464,69.298,1110.483,395.403,69.454,1107.624,392,400,64,75,1097,1127,1088,30,64,5.3983,3.6993,6.8308,4.4124,3.1067,8.8052,645.7693,1.7662,44.058,7.4146,0.2675,73.1934,22.0541,15.2339,15.4092,297.66828,23.249221,61925.531,y,,n
3002635.399,703,316.853,459.499,1114.759,317.035,459.618,1112.27,312,322,457,464,1097,1136,1114,39,47,4.4073,3.4023,86.2779,3.8509,2.9344,89.1135,447.9088,1.0905,0,43.1592,0.2463,54.4899,29.8203,22.5899,0,298.97442,29.75197,65345.518,y,,n
3003435.002,2,433.992,333.295,718.288,434.375,333.284,718.444,427,441,329,342,701,734,2362,33,124,6.8976,5.9424,-82.4907,6.5367,5.0871,-84.9975,701.6332,1.0329,26.4236,94.6228,0.2039,70.7969,27.8598,19.2092,23.9919,297.01899,35.646478,-224558.46,y,,n
3003435.003,3,421.36,355.445,735.144,421.424,355.417,734.521,418,425,351,361,717,751,1224,34,58,5.0923,3.5349,1.4501,4.6431,3.0644,1.7648,372.8769,1.2608,16.4993,56.3065,0.2033,52.4253,30.3427,17.806,26.5516,297.23483,36.015349,-212723.92,y,,n
3080235.009,9,253.43,482.409,987.001,253.55,482.53,988.684,248,260,477,490,952,1013,2628,61,96,6.6131,4.8284,-47.4175,5.3565,4.285,-52.0307,681.6073,1.0479,4.9564,333.9275,0.2216,59.9975,52.5705,43.5181,59.3501,308.03276,6.1338395,-25628.492,y,,n
3080235.016,16,319.987,308.423,993.845,320.009,308.415,994.609,316,325,304,314,980,1008,1143,28,67,5.0179,4.1035,-12.8978,4.571,3.5742,-10.4263,487.0227,1.0203,0,69.8073,0.2238,64.3543,22.1516,16.5153,0,306.9251,3.231916,-21267.197,y,,n
3080235.287,483,32.712,340.989,1117.717,32.721,341.026,1116.716,27,39,336,348,1100,1139,2667,39,110,7.0756,4.8546,49.0921,6.0041,4.0231,48.1355,1309.2046,1.6647,76.9772,221.4269,0.203,124.9047,26.4069,14.7003,15.6158,311.71325,3.7754459,68618.195,y,,n
3080235.288,485,274.864,125.473,1133.594,274.887,125.375,1133.408,271,279,123,130,1115,1151,922,36,42,4.0984,2.9523,-72.8558,3.5058,2.7294,-62.6768,330.7734,0.9342,18.7486,141.8628,0.24,45.3863,29.3537,18.0032,20.5765,307.67713,0.18125182,80905.502,y,,n
3080235.289,486,332.785,226.017,1134.364,332.846,226.016,1134.472,330,337,222,231,1117,1152,993,35,46,4.3847,3.3765,6.8743,3.6723,3.0296,15.7024,381.4441,0.9558,19.7636,235.7277,0.2198,55.0604,28.1028,19.3631,20.0739,306.71115,1.8586059,81689.155,y,,n
3080235.29,487,424.269,266.007,1120.511,424.358,265.898,1122.047,420,430,261,273,1093,1147,2746,54,84,5.873,4.6189,-26.3085,4.7891,3.8944,-30.6004,1108.3983,1.1805,0,286.9648,0.2286,92.528,45.2759,29.617,0,305.18596,2.523299,72542.971,y,,n
3080235.301,502,413.579,351.281,1129.639,413.506,351.399,1129.624,405,422,343,358,1112,1149,2818,37,145,7.6211,6.4064,-81.6667,6.8434,5.689,-76.5983,1048.4886,1.0777,0,294.356,0.2267,87.1277,25.97,14.9458,0,305.36682,3.9483208,78119.989,y,,n
3080235.306,510,224.949,193.755,1143.849,224.857,193.662,1143.276,218,233,188,202,1109,1175,4497,66,142,7.0757,6.888,-29.3044,6.2368,5.7108,-54.3691,1710.6746,1.1316,10.6205,165.3676,0.2222,114.7832,44.4622,30.9038,57.0994,308.51098,1.3193626,88169.973,y,,n
3080235.307,511,212.632,207.504,1130.761,212.769,207.419,1130.458,207,219,203,214,1109,1158,3044,49,97,6.4034,4.8478,56.2043,5.4518,4.2648,65.438,1100.7144,1.1627,13.0991,28.9259,0.2291,87.0749,38.4366,30.6647,39.4367,308.71244,1.5486593,78734.29,y,,n
3080235.316,520,159.356,222.004,1163.15,159.287,221.863,1162.255,155,165,218,228,1145,1182,1578,37,72,5.1991,4.3114,-45.6987,4.4725,3.7959,-38.2782,591.9149,1.2304,31.1963,144.4618,0.2169,68.6849,29.7652,19.5261,20.4229,309.60381,1.7893871,102140.47,y,,n
3081035.003,3,232.776,445.168,957.054,232.708,445.322,956.896,228,240,438,452,939,975,2269,36,100,6.7818,4.9883,34.9156,6.5361,4.486,36.9091,546.3074,0.8471,31.6651,36.6106,0.1805,63.5261,26.2099,18.2276,19.5414,308.37986,13.513704,-49028.886,y,,n
3081035.249,424,237.947,322.054,1099.038,238.134,322.472,1097.823,231,245,316,330,1078,1125,3193,47,139,7.0837,6.6103,-42.2317,5.7653,5.3673,-28.2911,1687.4079,2.4461,148.6446,96.2789,0.2245,133.03,35.7401,29.2208,4.6908,308.28944,11.466206,54710.733,y,,n
3081035.25,425,299.093,374.884,1089.911,298.872,374.796,1089.204,294,305,368,383,1073,1108,2528,35,124,7.3783,5.4948,-26.404,6.4669,4.7253,-25.2647,1286.0649,1.6773,72.4052,337.8545,0.2334,109.5727,22.2505,16.4245,18.7198,307.27713,12.338274,48366.57,y,,n
3081035.302,492,298.619,139.899,1121.025,298.599,139.944,1120.89,295,303,136,145,1109,1133,674,24,50,4.8122,3.256,33.9456,4.43,2.7685,33.6535,209.9681,0.8275,11.7097,40.1394,0.1904,42.4699,18.0932,16.3845,17.5802,307.28168,8.4240636,71691.022,y,,n
3081835.007,12,333.615,441.218,913.587,333.592,441.239,914.139,329,339,435,449,897,932,2527,35,116,7.0908,5.0479,-8.0124,6.2559,4.5758,-9.6077,769.4502,0.8903,0,171.1949,0.1713,89.3474,28.7071,19.9856,0,306.69847,21.445649,-80502.778,y,,n
3081835.074,108,16.078,505.234,972.271,16.277,505.226,971.879,11,23,501,511,955,989,2004,34,99,6.3456,4.7173,-63.3372,5.6309,4.2649,-56.3205,709.0129,1.0495,32.7406,132.2133,0.2247,70.4716,25.5905,16.194,24.0624,311.98707,22.512114,-37999.103,y,,n
3081835.108,147,126.141,416.482,988.242,126.244,416.386,988.547,120,133,412,423,967,1010,3083,43,114,6.4909,5.7036,-70.808,5.8642,5.1831,-74.2907,1107.2827,1.1023,0,323.7504,0.2046,97.4859,32.817,23.5879,0,310.15426,21.031445,-25729.415,y,,n
3081835.128,180,441.647,320.687,1001.098,441.681,320.388,1001.727,435,451,316,328,989,1013,1225,24,125,7.4107,6.1717,-88.9545,6.4939,5.471,-83.5653,651.5388,1.4853,43.2829,261.0248,0.2875,64.7537,19.6752,15.8461,15.9736,304.89698,19.431465,-16027.896,y,,n
3081835.318,499,230.171,188.43,1090.729,230.047,188.761,1089.264,226,235,183,196,1077,1105,1290,28,85,6.1173,4.4562,-4.8338,5.4881,3.8361,-8.8737,812.4913,1.7502,46.3308,181.763,0.2224,101.7335,23.8304,18.8335,20.3202,308.42422,17.23768,48410.536,y,,n
3081835.376,595,239.361,248.988,1096.38,239.307,248.974,1094.638,234,245,244,254,1084,1113,1412,29,78,5.4609,4.4347,-70.9649,4.9876,3.8089,-72.0697,549.8543,1.0027,31.8539,77.3829,0.2469,59.2577,21.7709,15.4521,17.8817,308.26988,18.241234,52366.009,y,,n
3082635.002,2,261.223,89.158,650.176,261.142,89.065,650.284,255,269,84,95,624,680,3958,56,119,7.1949,5.2347,89.4395,6.2683,4.4265,-85.0887,1084.5475,0.9129,0,101.3144,0.1679,102.6757,46.1216,30.5626,0,307.90597,23.57608,-274732.65,y,,n
3082635.399,636,249.039,234.22,1509.777,249.031,234.258,1509.595,245,254,231,238,1459,1560,3152,101,49,4.3901,3.553,-72.8356,3.3086,2.8703,-75.188,1432.4014,1.4403,12.607,114.7176,0.1455,175.3312,87.0292,67.2324,86.5748,308.10782,25.995964,357825.92,y,,n
3083435.357,616,156.733,40.02,1081.468,156.778,40.04,1079.889,152,162,37,45,1066,1099,1242,33,59,5.1226,3.6977,-77.2249,4.4515,3.1859,-71.6722,913.6881,1.7869,28.8174,238.2998,0.3266,79.39,25.1401,15.4095,24.7181,309.64562,30.75906,41509.552,y,,n
3160235.036,46,314.234,252.556,996.618,314.28,252.508,997.37,309,320,250,257,976,1017,1472,41,54,5.0934,3.4178,-82.4851,4.5439,2.9957,-84.7345,603.2145,0.9864,22.6654,297.2706,0.24,65.5176,31.0546,17.6544,24.3386,315.0206,2.3001391,-19235.242,y,,n
3160235.214,338,102.024,170.704,1068.597,102.106,170.783,1068.277,99,106,167,176,1049,1087,1075,38,49,4.0588,3.6303,-15.4071,3.3265,3.1169,-4.0178,465.1462,1.286,12.9861,167.8024,0.2325,61.0143,29.7008,20.673,29.4678,318.55684,0.93805683,32961.006,y,,n
3160235.233,367,79.957,310.798,1096.25,79.837,310.708,1096.418,74,85,307,316,1073,1123,2440,50,77,5.3184,4.6567,-71.9591,4.5158,4.0393,-60.7203,654.4079,0.9708,13.6791,101.8167,0.2081,63.6661,42.2056,24.8951,41.9099,318.92799,3.2701424,53676.355,y,,n
3161835.018,24,27.887,70.624,949.37,27.867,70.576,950.377,20,36,65,77,932,963,2454,31,136,7.6843,5.6266,-81.2245,6.8157,5.0281,-77.2318,846.1148,0.9982,52.2835,123.3421,0.2006,85.1385,20.786,16.0293,16.3935,319.79388,15.267922,-53827.612,y,,n
3161835.083,118,196.557,19.965,989.191,196.506,20.099,988.873,193,202,15,27,976,1003,1398,27,84,5.9961,4.1993,4.3995,5.23,3.5807,11.6015,595.902,1.0518,55.7332,27.7474,0.209,76.2562,22.5554,16.6711,13.6765,316.98324,14.426639,-25489.923,y,,n
3161835.098,139,44.348,373.321,997.109,44.433,373.297,997.334,40,50,370,378,982,1014,1329,32,66,5.2702,3.7403,-59.0556,4.7354,3.4681,-63.7117,426.1811,0.8855,23.4586,108.7023,0.1921,60.85,25.2699,18.9184,19.3528,319.51779,20.313293,-19261.156,y,,n
3161835.302,499,387.145,207.486,1076.374,386.956,207.78,1076.629,381,395,201,215,1057,1095,3728,38,152,7.145,6.6791,25.5043,6.0585,5.8115,24.3819,1634.9053,1.6959,112.6364,317.8666,0.2397,111.7102,28.4405,16.059,13.8637,313.80906,17.554663,39109.439,y,,n
3162635.01,10,22.757,482.739,903.176,22.729,482.756,903.292,20,27,480,487,888,919,744,31,37,4.0263,2.9085,40.7591,3.5637,2.6155,39.9477,189.2096,0.7365,6.068,60.7403,0.1778,39.018,22.6151,17.2857,22.5199,319.87952,30.137613,-88487.602,y,,n
3162635.026,37,293.08,380.563,941.761,293.106,380.486,942.94,288,299,374,386,917,973,1992,56,75,5.4256,4.7905,9.1329,4.8133,4.2496,10.7066,531.012,0.9309,16.4378,193.6102,0.2132,55.8148,49.8316,35.1697,41.2677,315.37324,28.433098,-59301.7,y,,n
3162635.045,63,30.153,255.426,940.142,30.332,255.558,940.974,24,37,252,261,925,955,1631,30,86,6.059,4.3442,-76.2457,5.5042,3.7938,-76.6786,445.6003,0.7343,20.7061,235.7967,0.1833,60.1985,23.8808,14.7706,22.2019,319.75281,26.350962,-60749.454,y,,n
3162635.046,64,444.987,309.112,948.757,444.979,309.38,950.606,440,451,306,315,929,967,1647,38,77,5.5685,4.3217,-89.3367,4.6272,3.623,88.0681,791.3545,1.4234,24.1375,356.8256,0.131,148.8339,32.5054,22.8131,27.2553,312.84201,27.248009,-53658.717,y,,n
3162635.106,166,285.671,405.869,977.248,285.689,405.94,977.312,279,292,400,412,958,999,2702,41,110,7.2357,4.9046,61.8597,6.1476,4.0813,64.1691,1558.781,1.549,141.7381,240.3029,0.2399,125.0234,30.7972,20.3931,5.3276,315.49686,28.857345,-33999.991,y,,n
3163435.018,23,130.145,296.198,897.183,130.111,296.227,896.808,126,135,293,300,878,915,1111,37,48,4.5161,3.3385,77.2472,3.9724,3.0277,81.8689,288.5519,0.9441,1.719,16.9961,0.1919,45.1049,31.323,24.3252,36.1848,318.0901,35.028859,-93260.737,y,,n
3163435.024,30,283.59,190.896,901.657,283.546,190.924,901.638,275,291,186,198,885,919,2312,34,120,7.7868,5.351,-64.4259,7.0843,4.451,-70.367,844.1499,1.4075,13.7359,15.5853,0.2385,73.6045,27.0035,21.7464,30.0213,315.53284,33.273798,-89705.746,y,,n
3163435.312,491,278.701,105.41,1107.311,278.502,105.512,1107.623,274,284,101,110,1092,1121,948,29,66,4.8948,3.9491,-74.5292,4.2051,3.4056,-66.1461,399.821,1.253,26.8782,332.3479,0.2474,52.4778,21.1225,14.6686,15.2307,315.61691,31.850265,61924.964,y,,n
3163435.352,542,121.12,85.783,1120.221,121.211,85.56,1120.365,118,127,81,92,1100,1142,1694,42,69,5.6466,3.9952,22.7714,4.7348,3.5867,16.1354,504.5321,0.9481,21.4446,28.538,0.1809,67.7496,28.5334,19.7837,26.7639,318.23842,31.517734,71304.615,y,,n
3163435.359,549,35.54,412.408,1117.853,35.413,412.443,1117.055,31,40,410,417,1104,1133,843,29,45,4.1715,3.2886,-78.6077,3.7032,2.8188,-76.7745,336.5741,1.4792,8.9733,289.01,0.2366,49.0012,24.5615,17.8649,24.7399,319.66839,36.965785,68868.331,y,,n
3240235.098,144,286.55,292.6,989.242,286.548,292.522,988.882,283,292,289,297,974,1006,1118,32,55,4.3592,4.0394,-59.9707,3.7654,3.6579,-71.2419,507.067,1.0104,0,294.9673,0.1779,85.2591,23.6533,15.5112,0,323.48283,2.9670357,-25483.131,y,,n
3240235.232,392,110.185,155.517,1141.662,110.391,155.744,1140.802,103,117,151,161,1121,1163,2569,42,98,6.6785,4.5096,-84.4623,5.921,3.817,-85.0931,833.5986,1.1831,41.8115,93.632,0.2014,81.6523,30.0248,24.7313,24.6519,326.41877,0.68739693,86348.859,y,,n
3240235.247,411,40.756,124.428,1138.028,40.78,124.352,1137.892,36,46,121,129,1121,1155,1129,34,56,4.8744,3.5615,56.3932,4.1532,3.2225,57.0823,386.4517,0.9605,18.6475,231.3256,0.2202,52.2239,24.3044,14.8253,23.0652,327.57896,0.16419207,84206.81,y,,n
3240235.249,413,268.359,435.547,1093.246,268.552,435.348,1092.972,261,274,429,443,1077,1115,2713,38,129,7.0087,5.7523,19.9605,6.3691,5.1117,9.4282,772.0263,0.9321,58.8692,153.9223,0.1546,95.8439,27.531,17.6289,14.1327,323.78276,5.3474829,51140.166,y,,n
3240235.252,419,152.111,147.285,1146.823,152.201,147.076,1146.213,149,157,143,152,1131,1171,868,40,50,4.6638,3.4872,35.457,4.1408,2.9548,41.517,303.6882,1.1196,0,12.3016,0.2412,42.7332,24.6863,18.6076,0,325.72194,0.54293127,90331.937,y,,n
3241035.027,43,461.348,498.197,946.556,461.051,498.323,947.061,456,467,494,503,923,973,1875,50,67,5.4328,3.7266,57.2349,4.6079,3.0868,57.416,455.7492,0.7801,0,54.4552,0.1552,67.8054,39.6425,22.709,0,320.57414,14.397064,-56268.82,y,,n
3241035.046,70,212.081,219.831,964.583,212.198,219.942,965.295,208,218,216,224,950,981,1167,31,63,4.7829,4.0604,-86.5005,4.1761,3.6731,-72.7387,306.1059,0.7871,23.7467,313.5786,0.1634,54.8425,24.3554,16.6662,16.4887,324.72171,9.7573719,-42846.071,y,,n
3241035.053,81,199.551,171.858,994.096,198.993,172.124,992.831,194,207,167,178,979,1011,1699,32,102,7.0169,4.7708,82.096,6.1447,3.9883,74.8223,1351.3965,2.3281,0,235.8903,0.2309,142.0038,25.2684,18.4558,0,324.94179,8.9604037,-22575.792,y,,n
3241035.272,433,459.77,453.823,1123.657,460.19,453.949,1122.701,453,467,448,460,1104,1143,2484,39,113,7.1013,5.2375,-69.115,6.212,4.2578,-60.4842,714.309,0.9685,17.3723,311.5708,0.1538,93.1616,24.6621,15.8748,24.6726,320.5885,13.65749,73024.07,y,,n
3241835.033,59,183.305,451.717,949.221,183.574,451.467,950.445,176,191,446,458,928,971,3292,43,139,7.784,5.5496,63.9255,6.4687,4.7036,62.3201,1181.5265,1.2371,8.6712,259.8911,0.1704,120.8562,26.4865,16.9971,35.5448,325.19876,21.616116,-53777.605,y,,n
3241835.048,82,442.607,31.677,962.392,442.582,31.646,963.395,438,449,28,37,942,982,1711,40,74,5.522,4.073,-54.8797,4.7619,3.5145,-57.9411,447.46,0.9157,0,107.2573,0.1757,61.5601,28.2701,18.2527,0,320.88196,14.619097,-44244.395,y,,n
3242635.007,9,386.873,74.525,612.733,386.927,74.404,612.86,380,395,68,79,595,629,1933,34,96,6.8684,5.0524,-74.6998,6.5113,4.35,-78.7823,427.5485,0.8136,20.0574,332.34,0.1689,57.583,27.735,17.9598,22.4082,321.80955,23.331735,-302281.79,y,,n
