id,id_old,x_geo [pixels],y_geo [pixels],z_geo [pixels],x [pixels],y [pixels],z [pixels],x_min [pixels],x_max [pixels],y_min [pixels],y_max [pixels],z_min [pixels],z_max [pixels],n_pix,n_chan [channels],n_los [pixels],ell3s_maj [pixels],ell3s_min [pixels],ell3s_pa [deg],ell_maj [pixels],ell_min [pixels],ell_pa [deg],f_int [K],f_peak [K],f_wm50 [K],kin_pa [deg],rms [K],snr_int,w20 [channels],w50 [channels],wm50 [channels],ra [deg],dec [deg],vopt [m/s],yng,notes,stars
2121035.044,70,37.74,31.173,1043.163,37.931,31.292,1041.873,33,45,26,38,1028,1061,2045,33,109,7.0192,5.5601,-44.8433,6.7548,4.3829,-42.4958,354.716,0.9345,12.1803,138.0985,0.2047,38.3198,26.1038,20.5643,25.872,215.62616,6.6131946,13524.931,y,,y
2121835.009,10,233.14,75.911,938.935,233.144,75.618,939.479,227,240,69,83,912,966,3990,54,141,7.3184,5.8799,10.2362,6.6024,5.2188,-4.416,842.3518,0.9753,36.8756,359.1523,0.166,80.3559,35.2133,19.4138,25.259,212.37261,15.351962,-61850.106,y,,y
2121835.084,123,370.501,142.46,975.616,370.63,142.255,975.306,367,376,138,148,955,996,2080,41,78,5.2245,4.6753,-33.1721,4.8413,4.0732,-22.5685,380.1948,0.8121,11.5438,319.5207,0.1312,63.5348,26.6572,16.7673,25.9648,210.08117,16.462577,-35476.7,y,,y
2121835.09,134,106.478,487.875,972.284,106.475,487.671,972.55,99,114,483,496,957,989,2546,32,123,7.2349,5.1391,-56.1302,6.5612,4.8224,-59.5091,451.3652,0.8939,10.9981,351.8317,0.1599,55.9348,25.2364,17.052,25.7904,214.48376,22.219525,-37505.18,y,,y
2121835.169,277,109.044,207.483,1104.785,108.574,207.317,1105.633,103,116,202,214,1081,1132,4206,51,122,6.5643,5.5991,-47.8787,5.698,4.5875,-45.3047,870.5421,1.0343,12.5727,158.8768,0.1375,97.6151,35.7319,21.0707,37.549,214.44878,17.546948,60459.833,y,possibly in NED?,y
2122635.011,11,93.792,14.898,951.095,93.685,15.038,951.056,89,102,9,21,931,972,2729,41,113,6.6971,5.2264,-46.3673,5.8091,4.6727,-36.1796,469.1952,0.7209,25.1905,127.2419,0.1562,57.5043,28.2751,18.3506,18.7301,214.69699,22.342344,-53327.924,y,,y
2122635.035,43,52.727,382.36,967.143,52.764,382.211,967.193,46,58,375,387,943,987,1766,44,81,6.0431,4.8945,69.805,5.9322,4.2224,89.2787,240.1016,0.591,8.426,209.4254,0.1623,35.1926,35.7448,23.3766,29.8887,215.37901,28.4619,-41449.231,y,,y
2122635.052,66,76.851,341.301,986.023,76.757,341.403,987.341,72,85,333,348,958,1011,3467,53,114,7.085,5.0734,-35.1419,6.0526,4.365,-26.6879,603.7142,0.7419,33.5517,173.5893,0.1691,60.6154,41.7925,25.1396,19.5267,214.97911,27.781765,-26617.678,y,,y
2123435.011,12,111.123,335.726,932.789,110.964,335.71,932.886,106,116,332,340,918,950,1230,32,62,4.9042,3.6701,-84.875,4.8465,3.4625,-84.6268,205.6711,0.8006,9.9146,339.98,0.1691,34.69,24.2505,18.6533,19.4975,214.409,35.686909,-66703.355,y,,y
2201835.015,19,273.983,368.207,927.693,273.858,368.141,927.424,269,280,363,375,908,950,2613,42,94,5.926,4.9504,24.1459,5.436,4.1651,15.6684,425.729,0.7309,17.6455,14.0136,0.1263,65.9669,32.9758,15.9364,24.1225,219.69404,20.227348,-70723.543,y,,y
2201835.033,39,452.95,115.727,977.623,452.855,115.641,977.32,448,462,108,122,952,1008,2790,56,115,7.7016,5.5509,-24.4838,6.4491,4.4747,-15.1431,473.5613,0.744,8.5791,106.8534,0.1717,52.2014,44.6494,24.6281,44.7602,216.71075,16.019008,-33994.042,y,,y
2201835.05,64,125.196,17.619,977.358,125.243,17.675,977.377,122,129,14,22,956,999,1188,43,43,4.0353,3.1067,-14.226,3.5711,2.7836,-14.3403,227.2677,0.6452,9.1667,297.9606,0.1561,42.2336,33.9299,26.7929,28.7891,222.17095,14.386243,-33952.254,y,,y
2201835.07,95,474.649,328.39,974.362,474.414,328.382,974.078,470,480,324,335,950,1001,2620,51,85,5.4663,4.8353,15.5095,4.6948,4.4338,15.6489,374.4519,0.5333,14.414,155.1134,0.1155,63.3143,42.7844,25.8305,26.5521,216.35142,19.564699,-36380.706,y,,y
2201835.084,111,225.524,449.797,987.02,225.672,449.602,987.625,220,231,445,455,974,1001,1318,27,84,5.6075,4.6733,70.4181,4.9923,4.3754,85.9723,279.5614,0.7544,18.0571,213.5508,0.1619,47.5506,20.9264,17.7054,19.2055,220.49714,21.585041,-26408.043,y,,y
2281035.01,10,345.83,422.541,907.357,345.872,422.463,906.818,342,350,420,426,892,924,787,32,40,4.0579,2.9506,84.9507,3.6153,2.6463,76.156,169.4468,0.8179,9.3441,203.8807,0.1829,33.0218,26.573,20.1663,20.7147,226.4938,13.132723,-85892.245,y,,y
2281835.05,76,264.446,289.084,966.731,264.497,288.938,967.597,261,269,285,295,949,984,1295,35,59,4.444,3.8171,19.4936,4.11,3.4072,23.4276,222.6737,0.6768,10.005,160.6118,0.1378,44.8974,28.0872,19.4258,24.3727,227.85005,18.907293,-41151.551,y,,y
2282635.039,58,40.108,332.725,932.024,39.642,332.887,932.244,33,49,327,339,908,954,3412,46,137,7.5618,5.3016,73.1775,6.3061,4.4976,75.5654,800.7945,1.2223,0,84.1913,0.1505,91.0646,30.4157,16.496,0,231.59765,27.639794,-67175.546,y,possibly in NED?,y
2361035.005,9,338.433,237.08,820.04,338.312,237.125,818.406,333,344,233,242,788,855,3512,67,83,6.0304,4.3101,65.7146,5.1588,3.5188,71.3363,882.4731,0.899,26.871,250.1734,0.1279,116.4564,48.268,26.9041,32.9488,234.61991,10.043775,-150974.07,y,,y
2361035.05,61,330.296,71.848,976.436,330.214,72.029,978.859,327,335,68,77,949,1001,1808,52,52,4.5742,3.4177,27.2236,3.9482,3.0812,30.6826,388.4484,0.7002,11.8259,80.1077,0.1618,56.4709,42.123,26.64,37.9241,234.75488,7.2921634,-32861.117,y,,y
2362635.075,116,220.37,307.717,958.353,220.296,307.802,958.235,217,225,304,312,943,976,971,33,50,4.5056,3.3692,38.9516,4.1331,2.9636,39.4135,197.3087,0.7634,5.6657,41.3279,0.1627,38.9159,22.8978,16.3384,25.815,236.58684,27.221756,-48042.882,y,,y
2442635.044,56,297.725,488.177,937.41,297.773,488.111,937.641,294,303,485,493,913,962,1806,49,59,4.3695,3.822,-76.7314,4.0134,3.3459,-63.5059,330.0399,0.6863,0,112.6665,0.1681,46.2013,37.7519,24.2631,0,243.29546,30.226854,-63203.12,y,,y
2442635.076,99,402.291,322.003,965.177,402.49,321.903,966.313,397,409,318,329,946,988,1259,42,76,5.6555,4.2551,64.4007,5.012,3.6435,60.0221,209.6824,0.6584,4.5949,203.4146,0.1709,34.5805,37.2929,28.9413,38.6004,241.55016,27.456727,-42096.333,y,,y
2443435.034,41,371.885,193.442,931.548,371.908,193.435,931.7,365,379,187,202,907,955,4145,48,147,7.8091,5.8459,-49.7338,7.1696,5.4773,-57.7555,676.2389,0.7806,32.9805,312.9337,0.1644,63.8779,33.0263,18.9814,19.1822,242.05999,33.315645,-67575.951,y,,y
2443435.073,91,198.001,39.153,969.949,197.843,39.112,970.185,192,204,35,45,947,995,2609,48,94,6.0993,4.9166,-74.9172,5.3747,4.4506,-79.4944,464.5315,0.7454,7.0759,273.0272,0.1651,55.0768,32.6033,14.8915,37.3257,244.96108,30.7436,-39246.422,y,,y
2523435.008,13,9.898,255.118,855.776,10.022,255.188,855.513,6,16,249,261,835,877,2459,42,91,5.913,4.6259,-19.2869,5.341,4.2937,-17.6129,477.6715,0.8277,5.5501,95.6275,0.1718,56.0617,35.4763,20.7856,36.4474,256.09132,34.344795,-123659.07,y,,y
2601035.011,12,40.962,461.246,868.761,40.958,461.114,868.886,34,49,455,469,845,893,4784,48,155,7.5282,6.3686,-52.8124,6.5734,5.8017,-71.1997,1140.7653,0.8483,59.1667,310.6018,0.1802,91.5331,36.6673,27.2004,22.5467,263.57571,13.776904,-113815.25,y,,y
2601035.069,86,357.193,430.153,992.65,356.886,430.059,994.583,353,362,427,435,973,1014,1483,41,58,4.4798,3.9943,-80.205,3.6649,3.3481,-75.9848,668.8581,1.2669,31.5561,14.047,0.2122,81.8339,31.5085,17.6202,19.7931,258.31023,13.259315,-21286.797,y,,y
2601035.291,452,424.995,54.68,1138.27,425.38,54.572,1137.698,419,433,48,61,1116,1169,3773,53,118,6.8256,5.7012,63.2506,6.0062,4.8047,71.8018,992.1712,1.0841,25.6381,88.1924,0.1837,87.9266,38.2392,15.3574,37.7085,257.16866,7.0011939,84064.077,y,,y
2603435.012,14,22.442,404.646,779.362,22.322,404.522,779.388,19,27,401,410,762,798,1225,36,57,4.7172,3.5802,-16.6689,4.1771,3.1545,-21.8407,289.038,0.8112,22.121,180.6528,0.1855,44.5135,28.0099,19.8622,17.4134,263.88631,36.83371,-179696.62,y,,y
2603435.095,109,370.917,45.986,942.729,370.941,46.016,942.851,365,379,39,53,929,958,2941,29,160,7.2494,6.5845,23.9421,6.8493,6.1009,10.338,613.9808,0.6452,54.8685,200.0849,0.1634,69.2723,23.9055,15.8007,10.5183,258.07598,30.858598,-59367.306,y,,y
2682635.19,244,127.604,182.742,982.023,127.691,182.706,981.208,122,133,179,187,970,996,1057,26,73,5.3582,4.1017,-80.1549,4.8621,3.4918,-87.2141,412.7501,1.1662,23.4647,78.8919,0.1863,68.1424,21.0491,15.915,18.5795,270.13015,25.136757,-31132.041,y,,y
2761835.086,122,315.416,268.549,927.872,315.462,268.364,928.588,311,321,263,277,906,951,2828,45,105,7.0754,4.8525,0.6548,6.2782,4.0365,2.0343,1640.3057,1.7399,134.6714,330.8866,0.2326,132.5813,32.467,23.8308,4.5863,275.00064,18.564403,-69866.67,y,,y
3081835.1,139,45.202,353.896,995.455,45.176,353.859,996.225,41,50,350,358,981,1011,1075,30,56,5.1173,3.4497,-54.9449,4.6749,3.0179,-53.0636,407.5443,1.018,15.0107,111.8933,0.1891,65.7243,23.4835,14.7937,22.6814,311.50541,19.989328,-20077.68,y,,y
3082635.035,46,279.937,405.776,892.908,280.495,405.506,894.167,274,288,400,413,881,905,1188,24,110,7.1692,5.2364,51.8833,6.5328,4.713,60.3815,645.2851,1.2882,36.864,297.1805,0.2591,72.2539,21.5082,17.676,17.9571,307.58342,28.850113,-95205.06,y,,y
3241035.044,67,235.64,268.761,970.755,235.262,268.638,971.929,227,243,262,278,949,986,3362,37,184,7.9613,7.464,29.1736,6.5133,5.7462,14.5668,2338.7848,2.4714,186.2519,48.2618,0.1781,226.4772,21.1067,15.7907,14.1782,324.3373,10.568972,-37962.587,y,,y
3241835.075,125,356.454,364.781,986.541,356.795,364.841,989.878,350,364,358,372,963,1011,5107,48,154,7.2792,6.7647,-34.0698,6.0417,5.9992,-47.4538,1841.9547,1.1319,0,202.4686,0.1795,143.5679,36.9019,22.3977,0,322.31174,20.172358,-24750.09,y,,y
3242635.074,124,393.339,460.515,965.553,393.558,460.646,968.361,388,400,454,468,940,987,3977,47,130,7.6894,5.4507,-27.4052,6.8346,4.7581,-26.5303,1661.3914,1.4168,39.3758,338.4992,0.2095,125.7455,35.4496,16.959,33.4608,321.69902,29.769103,-40589.129,y,,y
3320235.241,376,471.095,67.835,1077.29,471.031,67.677,1076.478,468,476,65,72,1056,1101,1059,45,43,4.0833,3.4012,-79.7563,3.2804,3.1557,-61.4657,309.8197,1.2405,22.2814,145.7481,0.2116,45.0034,31.8654,20.7587,17.4073,328.40812,-0.78038667,38998.252,y,,y
3320235.256,397,211.185,275.523,1090.883,211.191,275.48,1091.451,207,217,272,281,1073,1108,1333,35,64,5.0013,3.607,71.859,4.395,3.3075,69.0646,387.8658,0.9505,20.3617,273.9211,0.2005,52.992,24.8577,15.9879,19.5074,332.73879,2.6830002,50020.201,y,,y
3321835.049,75,490.412,438.611,959.591,490.42,438.536,959.813,486,495,433,445,938,982,2569,44,90,6.5386,4.3893,17.2171,5.9927,3.7746,18.1199,754.4358,0.8891,22.6981,33.4857,0.1738,85.6211,31.4701,19.6964,30.4606,328.08496,21.400642,-46881.102,y,,y
3401835.023,31,429.232,55.938,925.142,429.202,56,926.051,425,434,52,61,909,941,1217,32,65,4.6513,4.265,58.4195,3.8635,3.6891,62.2883,375.4785,0.9231,33.4738,221.7256,0.1865,57.7166,22.7977,15.2206,13.6793,337.10496,15.024988,-71734.687,y,,y
3480235.03,36,390.599,136.23,617.445,390.624,136.305,617.125,384,397,130,143,595,639,3266,44,124,6.5302,5.9209,-2.2094,6.1528,5.2818,-7.6418,813.0219,1.027,42.4658,189.6966,0.1984,71.6984,34.4948,29.2341,24.1708,345.74826,0.36340977,-299141.86,y,,y
3480235.04,47,228.844,290.731,697.452,228.908,290.678,697.399,222,234,286,297,676,717,2095,41,83,6.3585,4.508,-74.5404,5.5098,3.9852,-65.7802,583.9062,0.8367,0,294.9853,0.1893,67.3998,32.5905,20.3322,0,348.44353,2.936306,-240050.47,y,,y
3481035.026,27,409.569,389.597,558.123,409.569,389.601,559.073,404,416,384,396,533,585,3377,52,106,6.2429,5.2758,35.3698,5.4269,4.6681,52.4063,817.4589,0.8083,13.5069,173.0876,0.1798,78.2167,38.9638,23.507,43.5671,345.43219,12.58502,-341875,y,,y
3481035.029,30,496.188,456.175,547.28,496.198,456.147,547.219,493,501,453,460,531,566,1051,35,47,4.115,3.5405,72.6411,3.5967,3.1159,60.67,258.3604,0.8829,10.7174,84.6834,0.1763,45.1972,29.2332,20.7604,26.5634,343.98837,13.694124,-350601.2,y,,y
3481035.037,39,50.557,321.86,574.131,50.746,321.847,573.544,43,58,316,329,552,598,4143,46,151,7.6589,6.1453,-80.0331,6.962,5.4578,-70.6251,1082.6913,0.9502,0,305.6473,0.1904,88.3489,36.9977,27.3894,0,351.41258,11.45578,-331222.56,y,,y
3481835.018,21,223.702,166.553,574.639,223.81,166.432,574.726,216,230,161,174,552,599,2776,47,107,6.2789,5.6357,-41.6498,5.3131,5.0804,-19.6722,532.129,0.7334,17.4945,319.0543,0.1304,77.4653,35.776,20.3237,28.2469,348.5285,16.86557,-330353.14,y,,y
3481835.022,25,203.591,144.633,558.659,203.484,144.52,559.748,197,210,139,152,530,589,4355,59,127,7.1896,5.5798,-44.6309,6.2375,4.9287,-52.2541,977.3097,0.8515,33.392,79.83,0.1545,95.8329,42.8591,31.9405,32.5148,348.86727,16.500372,-341378.43,y,,y
3481835.046,69,84.306,114.872,935.062,84.197,114.842,935.452,81,88,112,120,920,948,690,28,42,4.1024,3.2209,-40.6723,3.4909,3.0257,-40.6242,180.2348,0.7667,24.1002,189.7677,0.1895,36.2133,23.9278,18.1357,6.4134,350.85539,16.00573,-64813.995,y,,y
3483435.019,24,335.597,159.188,929.356,335.54,159.17,930.007,333,340,155,164,914,943,751,29,46,4.4558,3.2519,5.1166,4.1816,3.1118,7.1784,194.1911,1.2403,3.9488,205.8629,0.2172,32.6227,19.6946,15.5862,25.884,346.66633,32.744567,-68822.671,y,,y
40235.024,39,363.237,400.996,947.496,363.262,400.963,948.247,357,371,394,410,931,964,3176,33,149,7.9174,6.227,-24.7314,7.0917,5.4442,-38.4303,1430.0963,1.455,104.4542,27.6453,0.2108,120.4052,21.1694,14.7283,13.3609,2.2036126,4.7743912,-55395.491,y,,n
43435.005,5,265.244,217.794,873.607,265.539,217.819,873.78,258,274,211,225,856,893,3425,37,155,7.5955,5.9406,55.192,7.3228,5.3095,57.4589,871.2309,0.9141,77.4896,192.3305,0.2026,73.4734,29.0865,17.6609,10.6748,3.8323297,33.722055,-110212.32,y,,n
120235.005,9,340.319,428.003,519.098,340.377,427.868,519.392,337,346,421,434,495,545,2675,50,89,6.5386,4.5268,-5.6572,5.8449,3.8101,-6.3085,765.8601,0.9743,40.7204,346.3621,0.2015,73.489,38.3237,26.9067,26.0028,10.585043,5.2228078,-371085.21,y,,n
121035.022,37,233.087,131.083,927.694,233.233,131.206,928.588,224,240,126,138,904,946,2753,42,123,7.7304,5.228,-63.6958,6.3003,4.5753,-67.4441,1023.1866,1.1384,15.6475,301.181,0.2133,91.4093,32.0987,20.7054,32.946,12.371118,8.2784224,-69867.09,y,,n
121035.045,73,293.381,21.417,939.371,293.683,21.636,940.803,287,301,17,27,922,955,2243,33,118,7.2516,5.1234,89.4972,6.2352,4.2686,84.4524,1127.5025,1.3947,65.8335,266.4955,0.2425,98.1596,22.7094,15.3667,17.1985,11.363617,6.4522522,-60875.33,y,,n
122635.01,15,233.468,484.49,502.346,233.454,484.339,502.264,227,241,479,492,479,527,5030,48,159,7.2556,6.7588,-86.0861,6.6268,6.1813,-82.6046,1058.8323,0.8218,43.8273,280.9852,0.1706,87.5283,35.2484,24.0893,24.6072,12.367435,30.163989,-383693.77,y,,n
201835.016,17,198.408,442.115,904.319,198.556,442.23,904.994,195,203,439,446,889,922,797,33,40,4.092,2.7404,-56.7953,3.6538,2.4208,-55.6215,179.4199,0.8273,11.3753,273.602,0.1676,37.926,21.8284,14.9681,18.2447,20.949073,21.462168,-87234.872,y,,n
281835.013,23,283.26,104.565,889.57,283.142,104.379,889.614,276,291,98,113,870,909,3640,39,159,7.5039,6.3157,-59.6625,7.2855,5.4084,-58.6887,802.0157,0.8674,32.9726,138.6043,0.1901,69.9415,27.9868,15.3373,25.5346,27.539297,15.83131,-98556.807,y,,n
281835.014,24,82.19,415.76,873.845,82.297,415.687,874.055,78,87,409,423,856,892,1615,36,76,5.5444,4.0933,-1.6032,5.6619,3.7096,-2.5609,340.7563,0.8521,10.7561,339.0505,0.2156,39.3304,26.3664,20.656,25.8867,30.886718,21.019794,-110009.65,y,,n
281835.018,28,21.851,47.999,875.755,22.032,48.106,875.689,18,27,43,55,857,898,2029,41,77,6.0271,4.1806,5.9973,5.6458,3.6728,5.088,383.5427,0.8734,10.0642,193.4572,0.1961,43.4106,31.1024,21.396,31.0595,31.891142,14.893423,-108807.15,y,,n
281835.065,111,111.994,414.356,953.604,111.997,414.382,952.023,107,119,408,423,933,974,2876,41,113,6.9168,4.8665,-21.9497,6.1954,4.2417,-24.3169,811.7839,1.1703,0,310.654,0.2095,72.2511,30.9974,18.3638,0,30.391719,20.998039,-52616.013,y,,n
282635.001,2,334.465,28.146,606.646,334.578,28.103,607.512,330,342,24,33,586,623,1537,37,75,6.0583,4.2008,83.7081,5.1265,3.7389,-87.8175,313.63,1.0268,14.4937,279.3127,0.1798,44.5029,27.3678,17.8034,24.5016,26.682025,22.560037,-306218.1,y,,n
283435.051,77,181.445,399.112,972.62,181.518,399.18,972.119,174,188,391,409,958,989,3250,31,180,7.9583,6.6434,4.1191,7.4819,5.9031,0.7028,1282.6997,1.3413,0,354.9304,0.2666,84.3871,22.4252,15.2182,0,29.232733,36.744746,-37822.602,y,,n
361035.001,2,301.959,280.49,549.709,302.017,280.432,549.576,296,309,276,286,519,585,3522,66,109,6.6671,4.7337,-85.667,5.9151,4.3093,-85.6641,879.0904,1.1836,22.995,267.4531,0.2129,69.5775,51.7324,39.4833,45.1753,35.224708,10.765541,-348866.07,y,,n
361035.021,45,295.449,286.261,634.989,295.338,286.245,634.799,291,300,283,291,617,655,1227,38,55,4.6969,3.5495,79.7589,4.0662,3.4124,-82.0917,316.7942,1.1886,13.9455,69.0791,0.222,40.7332,32.7449,22.6722,30.8935,35.336024,10.862426,-286131.36,y,,n
361835.01,29,21.534,218.553,650.617,21.317,218.673,650.723,15,29,214,225,627,677,3116,50,100,6.4368,4.6411,80.7225,5.7184,4.1225,81.0929,758.6804,1.1465,66.367,272.1866,0.1915,70.9864,34.4584,24.8577,7.1535,39.903054,17.736209,-274409.78,y,,n
361835.011,31,249.719,354.817,835.459,249.694,354.793,835.321,245,256,350,362,820,853,1586,33,75,5.5175,4.5934,-49.2105,5.4088,4.289,-44.2858,292.3498,1.1286,13.0343,234.5121,0.1579,46.5001,24.6491,20.3721,23.5656,36.096762,20.004881,-138523.06,y,,n
361835.013,33,422.538,391.593,834.141,422.694,391.587,834.122,415,431,386,398,811,856,4143,45,153,7.6941,5.8588,-79.099,7.3131,5.2815,-80.4531,876.2396,1.1534,72.1585,260.6943,0.1876,72.5825,34.3829,18.2375,9.9917,33.213435,20.618127,-139405.53,y,,n
362635.003,6,418.896,366.448,823.376,418.84,366.45,822.921,415,424,363,371,794,852,2067,58,58,4.1293,3.8164,-36.6639,3.6601,3.5877,50.2641,407.52,0.7353,1.8261,195.3928,0.1989,45.0758,47.7813,28.2946,52.587,33.277664,28.199171,-147650.56,y,,n
362635.041,65,364.998,79.433,976.488,365.087,79.537,976.65,359,371,75,85,958,996,1796,38,83,5.4724,4.365,-71.1615,5.071,3.8788,-69.4278,423.8427,0.8993,29.9474,287.637,0.1988,50.3132,23.402,14.6562,15.0274,34.17355,23.417277,-34487.125,y,,n
362635.233,413,69.927,197.199,1870.833,69.739,197.785,1871.72,65,76,192,204,1824,1907,5476,83,99,5.8505,5.0757,43.6644,4.2475,3.701,21.1459,2927.7982,2.9784,14.2446,314.3112,0.1905,207.7168,69.497,56.4574,70.1454,39.096025,25.388074,624393.83,y,not in NED?,n
441035.037,72,337.067,134.944,648.672,337.086,134.993,649.367,334,341,131,140,635,663,838,28,53,4.7945,3.3776,18.3077,3.9851,3.0044,15.8025,363.6631,1.0689,22.8091,359.7718,0.2437,51.5518,21.2024,17.1041,17.7007,42.639959,8.3415598,-275407.93,y,,n
441035.065,110,269.699,129.876,866.811,269.671,129.767,866.838,265,275,124,137,854,881,1617,27,90,5.7579,4.6603,-1.4884,5.3645,4.3477,-3.0408,449.5343,0.9542,18.3748,345.3767,0.2085,53.6145,21.7096,15.978,18.0909,43.76355,8.2544605,-115322.38,y,,n
442635.001,1,201.402,17.597,588.312,201.499,17.597,589.134,195,211,11,25,565,613,4178,48,144,7.3261,6.3024,78.7692,6.4909,5.3754,84.1917,914.0918,0.8957,22.7427,137.5245,0.1823,77.5711,34.6343,22.6767,34.1688,44.899743,22.38499,-319747.02,y,,n
442635.003,3,146.05,19.998,603.73,145.971,19.958,603.489,138,152,14,26,584,625,2535,41,107,6.7865,4.8546,-54.0567,6.0804,4.357,-44.6635,514.2141,0.8301,15.0915,293.8977,0.1832,55.7547,31.1526,22.2661,30.8422,45.825207,22.424342,-309179.75,y,,n
442635.004,4,260.564,68.711,657.605,260.466,68.739,657.729,254,269,62,76,633,680,5078,47,167,7.7449,6.6257,-87.43,6.9245,6.2439,87.9592,1052.2698,1.0022,21.8165,159.7072,0.1851,79.7971,37.3271,25.6112,36.8567,43.916969,23.237365,-269252.53,y,,n
442635.007,7,222.616,53.264,667.937,222.504,53.313,667.718,217,229,50,58,651,686,1668,35,74,5.7718,3.8715,81.0816,4.9763,3.7539,80.8193,365.0142,0.932,14.6543,270.9104,0.186,48.0467,26.8764,19.2743,23.9972,44.549667,22.980254,-261899.36,y,,n
443435.011,13,296.746,184.38,854.174,296.71,184.465,853.887,290,303,178,192,834,878,3022,44,125,6.6681,5.9832,-21.1217,6.2801,5.2013,-34.612,769.5704,1.0214,50.6014,143.6178,0.2055,68.1134,31.2077,21.8253,20.7118,43.312886,33.166154,-124856.25,y,,n
443435.014,16,271.181,412.887,831.954,271.104,412.767,831.491,266,276,408,420,815,851,1758,36,77,5.5845,4.1211,-12.1222,5.2235,3.7307,-11.1044,414.7332,1.0911,0,269.1357,0.2279,43.3947,29.749,24.0807,0,43.739663,36.971198,-141342.56,y,,n
521035.022,26,246.911,318.382,639.162,246.445,318.506,638.601,244,252,313,325,616,656,841,40,66,5.4922,3.7602,15.9115,5.0807,3.3774,14.0715,401.7923,2.0216,14.6357,13.6681,0.2463,56.2621,26.9698,23.9997,26.892,52.150653,11.40013,-283333.15,y,,n
521035.048,55,465.75,494.264,682.044,465.63,494.304,682.266,461,471,491,499,659,704,1503,45,54,4.7164,3.5731,67.9042,4.1242,3.0002,68.2358,453.6395,0.9544,2.1786,5.6382,0.2028,57.6847,37.489,23.7988,42.9891,48.497573,14.330087,-251190.13,y,,n
521035.08,106,41.615,390.839,908.043,41.607,390.895,908.117,36,46,383,397,895,925,1630,30,91,6.6409,4.541,7.8397,6.2025,4.0229,9.0949,510.9092,1.0099,14.3922,358.7234,0.2089,60.5823,21.5193,15.9375,21.4439,55.564641,12.606611,-84935.853,y,,n
521035.082,108,19.188,371.712,922.625,19.161,371.798,922.685,15,25,366,377,902,948,2060,46,80,5.0263,4.9717,-10.6878,4.5662,4.1684,52.9047,588.3452,0.9421,0,63.576,0.2011,64.4689,34.7683,19.5949,0,55.938735,12.288332,-74212.545,y,,n
521835.012,18,472.993,22.812,617.296,472.907,22.743,617.326,469,478,20,27,597,639,1482,42,54,4.8255,3.5429,-73.0437,4.4022,3.1474,-72.8271,295.9772,0.416,3.4217,113.968,0.0777,98.9665,35.1866,22.8411,37.3235,48.376284,14.470743,-298993.74,y,,n
521835.014,20,252.866,216.176,633.352,252.744,216.243,633.543,246,260,212,222,621,647,1884,26,109,6.6552,4.7148,84.2118,6.521,4.4253,85.1326,447.5379,0.8939,15.706,65.9534,0.2111,48.8339,21.8087,16.2476,21.4765,52.045681,17.695755,-287056.36,y,,n
521835.021,28,361.047,138.52,653.52,361.134,138.277,653.471,357,368,134,143,633,673,1709,40,71,5.2601,4.0338,-88.5128,4.3845,3.8566,78.6877,408.8577,0.8956,10.7151,340.7286,0.1697,58.2953,30.5355,20.243,28.4807,50.239172,16.39632,-272387,y,,n
521835.023,30,239.874,203.172,652.172,239.757,203.35,651.937,236,246,197,210,635,672,1893,37,95,6.2257,4.3197,-2.135,5.3667,3.8661,0.685,516.3987,1.0651,27.7909,4.4684,0.2063,57.5209,24.5445,16.0433,21.3299,52.262133,17.480876,-273516.35,y,,n
521835.03,37,131.625,34.422,732.763,131.65,34.397,733.125,127,138,30,41,711,755,2270,44,81,5.059,4.8735,-72.6822,4.6186,4.2868,-86.6746,512.1217,0.7467,0,292.2531,0.1706,63.0137,36.2078,25.5841,0,54.063908,14.664974,-213751.94,y,,n
